 ! , 0
 0.0333 , 273297
 0.04 , 273311
 0.045 , 273324
 0.046 , 273338
 0.05 , 273373
 0.051675 , 273399
 0.055 , 273413
 0.06 , 273437
 0.073 , 273450
 0.077 , 273474
 0.1 , 273509
 0.1-0.2 , 274010
 0.10 , 274023
 0.11 , 274037
 0.125 , 274050
 0.127 , 274063
 0.13 , 274087
 0.1365 , 274101
 0.139 , 274127
 0.15 , 274151
 0.152 , 274176
 0.163 , 274189
 0.166 , 274213
 0.18 , 274226
 0.183 , 274261
 0.185 , 274274
 0.190 , 274311
 0.194 , 274324
 0.2 , 274348
 0.2-0.3 , 274893
 0.206 , 274906
 0.210 , 274930
 0.211 , 274943
 0.212 , 274957
 0.213 , 274970
 0.22 , 274984
 0.221 , 275008
 0.226 , 275022
 0.23 , 275046
 0.2354 , 275081
 0.24 , 275094
 0.25 , 275106
 0.250 , 275143
 0.26 , 275156
 0.27 , 275169
 0.28 , 275183
 0.285 , 275196
 0.3 , 275209
 0.3-0.4 , 275743
 0.30 , 275756
 0.33 , 275769
 0.342 , 275805
 0.35 , 275818
 0.37 , 275842
 0.375 , 275854
 0.38 , 275867
 0.39 , 275904
 0.4 , 275925
 0.4-0.5 , 276442
 0.40 , 276455
 0.418 , 276468
 0.422 , 276482
 0.43 , 276495
 0.45 , 276509
 0.48 , 276546
 0.5 , 276560
 0.50 , 277325
 0.500 , 277452
 0.51 , 277465
 0.5165 , 277489
 0.523 , 277511
 0.5250 , 277523
 0.528 , 277536
 0.53 , 277549
 0.530 , 277561
 0.531 , 277575
 0.5400 , 277599
 0.5430 , 277612
 0.545 , 277625
 0.55 , 277649
 0.56 , 277673
 0.563 , 277686
 0.58 , 277699
 0.6 , 277712
 0.60 , 278048
 0.635 , 278060
 0.64 , 278073
 0.6400 , 278108
 0.6438 , 278121
 0.65 , 278134
 0.6800 , 278147
 0.6820 , 278160
 0.6858/63 , 278173
 0.6864/69 , 278186
 0.6875 , 278199
 0.6900 , 278212
 0.693 , 278225
 0.7 , 278249
 0.706 , 278809
 0.708 , 278823
 0.7234 , 278837
 0.75 , 278851
 0.756 , 278936
 0.76 , 278949
 0.7600 , 278975
 0.7656 , 278989
 0.7660 , 279003
 0.7665 , 279017
 0.77 , 279031
 0.7800 , 279044
 0.8 , 279058
 0.80 , 279434
 0.809 , 279458
 0.81 , 279482
 0.82 , 279495
 0.83 , 279508
 0.87 , 279521
 0.875 , 279558
 0.88 , 279571
 0.9 , 279595
 0.902 , 280012
 0.92 , 280025
 0.948 , 280049
 0.95 , 280062
 0.96 , 280086
 0.99 , 280099
 0/92 , 280109
 000 , 280269
 01/31/87 , 280283
 0100 , 280297
 02/28/86 , 280311
 02/28/87 , 280325
 0400 , 280339
 0500 , 280363
 06 , 280376
 0600 , 280389
 0650 , 280413
 06:14:59.08 , 280426
 0700 , 280438
 0730 , 280452
 07:35:58.11 , 280477
 0800 , 280489
 0830 , 280513
 0900 , 280549
 0914 , 280609
 0915 , 280622
 0930 , 280636
 0955 , 280660
 09:39:50.97 , 280673
 1 , 280685
 1,000 , 284031
 1,000,000 , 284502
 1,000,501 , 284526
 1,000/500 , 284540
 1,001,000 , 284554
 1,001,315 , 284567
 1,001,430 , 284580
 1,002,000 , 284603
 1,004,000 , 284627
 1,0053,234 , 284652
 1,006,000 , 284665
 1,008,000 , 284678
 1,008,857 , 284691
 1,009,731 , 284705
 1,010,000 , 284718
 1,010,249 , 284731
 1,011,200 , 284744
 1,011,999 , 284757
 1,012.50 , 284770
 1,013,000 , 284784
 1,014 , 284819
 1,014,000 , 284832
 1,015,800 , 284845
 1,016,000 , 284870
 1,016,375 , 284883
 1,017,000 , 284896
 1,017.50 , 284920
 1,018,000 , 284934
 1,019,000 , 284948
 1,019.00 , 284961
 1,020 , 284975
 1,020,096 , 285000
 1,025,000 , 285013
 1,025,961 , 285081
 1,026,000 , 285094
 1,026,479 , 285107
 1,026,627 , 285120
 1,028,000 , 285134
 1,029,921 , 285159
 1,031,000 , 285172
 1,032,000 , 285185
 1,032,300 , 285209
 1,033,000 , 285223
 1,034,000 , 285237
 1,035,000 , 285250
 1,035.1 , 285261
 1,036,000 , 285285
 1,037,000 , 285298
 1,037,690 , 285333
 1,038,000 , 285345
 1,038,300 , 285358
 1,039.50 , 285371
 1,040 , 285385
 1,040,000 , 285399
 1,040,700 , 285423
 1,041,000 , 285436
 1,042,000 , 285474
 1,044,424 , 285564
 1,045 , 285577
 1,045,000 , 285590
 1,045,799 , 285614
 1,045.3 , 285649
 1,046,460 , 285663
 1,046,785 , 285676
 1,047,000 , 285689
 1,048,000 , 285702
 1,048,340 , 285725
 1,048,543 , 285739
 1,048,884,000 , 285763
 1,050 , 285776
 1,051,000 , 285789
 1,053,000 , 285802
 1,053.0 , 285815
 1,054,000 , 285829
 1,055,000 , 285865
 1,055.0 , 285878
 1,056,000 , 285892
 1,056,452 , 285927
 1,057.50 , 285940
 1,058,000 , 285954
 1,058,503 , 285968
 1,058,585 , 285981
 1,058.6 , 285995
 1,060,848 , 286009
 1,061,000 , 286023
 1,062,000 , 286036
 1,062,837 , 286061
 1,063 , 286074
 1,063,000 , 286087
 1,063,623 , 286134
 1,064,000 , 286147
 1,064,489 , 286171
 1,068,000 , 286184
 1,068,850 , 286208
 1,068,905 , 286221
 1,069,000 , 286235
 1,069,550 , 286270
 1,070,000 , 286284
 1,071,000 , 286320
 1,072,686 , 286333
 1,074,000 , 286346
 1,074,624 , 286359
 1,075 , 286372
 1,075.0 , 286385
 1,075.20 , 286399
 1,076 , 286413
 1,076,000 , 286426
 1,076,226 , 286450
 1,076.1 , 286464
 1,079,000 , 286477
 1,079,100 , 286490
 1,079,165 , 286503
 1,079.00 , 286516
 1,080,068 , 286530
 1,081,000 , 286543
 1,081,600 , 286556
 1,081,915 , 286570
 1,082,700 , 286583
 1,082.50 , 286596
 1,083,800 , 286610
 1,084 , 286623
 1,084.2 , 286646
 1,086,000 , 286660
 1,087,000 , 286673
 1,088,000 , 286686
 1,090 , 286711
 1,091,000 , 286735
 1,091,023 , 286748
 1,091,392 , 286762
 1,091,461 , 286786
 1,092,000 , 286799
 1,094,331 , 286812
 1,095,000 , 286825
 1,095,991 , 286838
 1,095.50 , 286851
 1,096,332 , 286865
 1,098,000 , 286889
 1,098,978 , 286924
 1,099,778 , 286937
 1,100 , 286951
 1,100,000 , 287018
 1,101,000 , 287086
 1,101,633 , 287098
 1,102,592 , 287111
 1,103,000 , 287124
 1,104,000 , 287159
 1,104,472 , 287183
 1,105,555 , 287197
 1,106,500 , 287210
 1,107,000 , 287224
 1,108,151 , 287238
 1,108,314 , 287251
 1,109,000 , 287264
 1,110,484 , 287288
 1,112,000 , 287302
 1,113,000 , 287316
 1,113,500-share , 287330
 1,115,000 , 287344
 1,115.4 , 287358
 1,116,857 , 287372
 1,116.6 , 287385
 1,117,747 , 287399
 1,119,000 , 287412
 1,119,626 , 287425
 1,119,925 , 287438
 1,120 , 287451
 1,120,000 , 287465
 1,121,000 , 287478
 1,121,664 , 287503
 1,122,000 , 287517
 1,122.00 , 287552
 1,123,000 , 287566
 1,124,805 , 287579
 1,125,000 , 287592
 1,126,000 , 287627
 1,126,315 , 287640
 1,128,160 , 287653
 1,128,412 , 287667
 1,128,600 , 287681
 1,129,000 , 287695
 1,129.78 , 287709
 1,130,000 , 287723
 1,131,000 , 287747
 1,133,000 , 287761
 1,135,000 , 287775
 1,135,805 , 287799
 1,136 , 287813
 1,136,785 , 287826
 1,137,000 , 287839
 1,140,000 , 287863
 1,140,270 , 287886
 1,140.4 , 287899
 1,141,000 , 287913
 1,142 , 287938
 1,142,000 , 287951
 1,144,000 , 287973
 1,145 , 287986
 1,147,000 , 288022
 1,148,000 , 288036
 1,148,476 , 288049
 1,150 , 288062
 1,150,000 , 288075
 1,150,633 , 288101
 1,150,961 , 288113
 1,151,176 , 288126
 1,151,330 , 288139
 1,1512,000 , 288152
 1,152,000 , 288165
 1,152,746 , 288178
 1,153,000 , 288191
 1,153,280 , 288204
 1,155,000 , 288218
 1,156,100 , 288242
 1,157,883 , 288256
 1,158,000 , 288279
 1,160,000 , 288303
 1,160,178 , 288317
 1,161,000 , 288331
 1,162,000 , 288344
 1,162,678 , 288369
 1,165,000 , 288382
 1,165,186 , 288405
 1,167,000 , 288418
 1,168 , 288464
 1,168,638 , 288477
 1,170,400 , 288490
 1,171,000 , 288504
 1,172,039 , 288517
 1,173,000 , 288531
 1,175,000 , 288544
 1,177,000 , 288569
 1,177,434 , 288594
 1,177,786 , 288607
 1,179,000 , 288619
 1,180,000 , 288643
 1,181.1 , 288656
 1,184,000 , 288670
 1,185,267 , 288683
 1,186,000 , 288696
 1,187,000 , 288709
 1,190,000 , 288734
 1,190,862 , 288748
 1,192,000 , 288762
 1,193,000 , 288775
 1,194,556 , 288799
 1,195,000 , 288812
 1,197,700 , 288825
 1,199,000 , 288838
 1,199,791 , 288850
 1,200 , 288864
 1,200,000 , 288978
 1,200,466 , 289058
 1,200.00 , 289071
 1,200/3,00 , 289085
 1,204,080 , 289099
 1,205 , 289113
 1,205,000 , 289126
 1,205.2 , 289139
 1,208,000 , 289152
 1,209,000 , 289165
 1,211 , 289178
 1,211,000 , 289191
 1,211,465 , 289215
 1,211,597 , 289228
 1,212 , 289242
 1,212,000 , 289255
 1,215,000 , 289268
 1,216,501 , 289281
 1,217,000 , 289294
 1,217,230 , 289307
 1,217,981 , 289320
 1,219,000 , 289333
 1,220 , 289347
 1,220,000 , 289361
 1,222 , 289386
 1,223.50 , 289399
 1,225 , 289413
 1,225,000 , 289426
 1,226,597 , 289439
 1,226,609 , 289451
 1,230,041 , 289465
 1,231.9 , 289479
 1,232 , 289493
 1,232,000 , 289506
 1,232,200 , 289518
 1,232,500 , 289531
 1,233,136 , 289545
 1,234,000 , 289558
 1,235,000 , 289571
 1,236,000 , 289608
 1,236,347 , 289632
 1,237,100 , 289645
 1,237,850 , 289658
 1,238,000 , 289672
 1,239,000 , 289685
 1,240 , 289698
 1,240,000 , 289711
 1,241,000 , 289724
 1,245,000 , 289737
 1,246,000 , 289750
 1,246,992 , 289763
 1,247,000 , 289776
 1,248,000 , 289800
 1,249,000 , 289825
 1,250 , 289861
 1,250,000 , 289886
 1,251,000 , 289923
 1,251,337 , 289947
 1,252,000 , 289960
 1,255 , 289995
 1,255,000 , 290009
 1,255.50 , 290033
 1,256.00 , 290047
 1,259,164 , 290061
 1,260 , 290074
 1,261,000 , 290088
 1,262,200 , 290100
 1,263 , 290113
 1,265 , 290127
 1,265.50 , 290140
 1,268,000 , 290154
 1,268,847 , 290167
 1,269,000 , 290181
 1,270 , 290194
 1,270,460 , 290207
 1,271,972 , 290219
 1,273,000 , 290232
 1,274,000 , 290245
 1,275,000 , 290258
 1,276 , 290271
 1,276,472 , 290285
 1,277 , 290297
 1,278,529 , 290310
 1,279 , 290324
 1,279,000 , 290338
 1,280,185 , 290351
 1,280,618 , 290364
 1,280,727 , 290377
 1,281,000 , 290401
 1,281,887 , 290414
 1,282,463 , 290427
 1,283,000 , 290440
 1,284.50 , 290453
 1,285,000 , 290467
 1,285,473 , 290492
 1,286,000 , 290505
 1,286,341 , 290518
 1,287,000 , 290531
 1,288,000 , 290545
 1,289,000 , 290592
 1,290.4 , 290605
 1,291,000 , 290618
 1,292,000 , 290632
 1,292,600 , 290646
 1,293,000 , 290660
 1,294,245 , 290683
 1,295,000 , 290696
 1,295,104 , 290720
 1,295,187 , 290734
 1,296,000 , 290747
 1,298,257 , 290760
 1,298,377 , 290773
 1,300 , 290786
 1,300,000 , 290880
 1,301,000 , 290959
 1,301,850 , 290984
 1,303,000 , 290998
 1,306,000 , 291011
 1,306,595 , 291024
 1,306,658 , 291037
 1,306,860 , 291051
 1,306,875 , 291064
 1,307,000 , 291077
 1,308,503 , 291101
 1,309,000 , 291114
 1,309,412 , 291150
 1,310,000 , 291164
 1,311,000 , 291177
 1,314 , 291202
 1,314,700 , 291215
 1,317,000 , 291228
 1,317,402 , 291241
 1,318,000 , 291254
 1,319,000 , 291267
 1,320,000 , 291280
 1,321,000 , 291294
 1,321,940 , 291307
 1,323 , 291321
 1,324,000 , 291345
 1,325 , 291358
 1,325,755 , 291382
 1,325,978 , 291404
 1,326.5 , 291417
 1,327 , 291430
 1,327,000 , 291444
 1,327,016 , 291457
 1,327,172 , 291469
 1,328,634 , 291482
 1,329,000 , 291494
 1,330 , 291520
 1,330,511 , 291533
 1,331,000 , 291547
 1,331,739 , 291560
 1,332,000 , 291573
 1,332,218 , 291597
 1,332,273 , 291610
 1,332,652 , 291623
 1,333 , 291636
 1,333,760 , 291650
 1,334,000 , 291663
 1,334,950 , 291676
 1,335 , 291689
 1,337 , 291703
 1,338,346 , 291717
 1,339 , 291731
 1,339,000 , 291744
 1,339,800 , 291757
 1,340 , 291770
 1,342,000 , 291783
 1,343,000 , 291796
 1,344 , 291819
 1,347,000 , 291832
 1,349,077 , 291846
 1,350 , 291860
 1,350,000 , 291873
 1,350,387 , 291897
 1,350,800 , 291910
 1,351 , 291923
 1,351,000 , 291936
 1,351,076 , 291950
 1,352,709 , 291963
 1,353,000 , 291977
 1,355,000 , 291989
 1,355,296 , 292002
 1,356,000 , 292015
 1,356,321 , 292041
 1,356,400 , 292054
 1,356,672 , 292068
 1,356,754 , 292082
 1,357,000 , 292096
 1,358,000 , 292120
 1,359,000 , 292132
 1,359,273 , 292145
 1,360,000 , 292158
 1,361,000 , 292182
 1,361,421 , 292195
 1,363,000 , 292209
 1,364,000 , 292222
 1,364,453 , 292235
 1,364,712 , 292248
 1,364,763 , 292261
 1,364,878 , 292274
 1,365,000 , 292288
 1,365,655 , 292301
 1,366,000 , 292315
 1,366,340 , 292328
 1,368,000 , 292342
 1,368,591 , 292355
 1,368,959 , 292368
 1,369,602 , 292381
 1,370 , 292394
 1,370,063 , 292407
 1,370,898 , 292420
 1,371,000 , 292433
 1,375 , 292457
 1,375,000 , 292470
 1,376,000 , 292483
 1,377 , 292507
 1,377,000 , 292531
 1,378,973 , 292544
 1,379,453 , 292557
 1,381,000 , 292571
 1,381,009 , 292584
 1,383,000 , 292597
 1,384,000 , 292611
 1,384,208,000 , 292636
 1,384,334 , 292650
 1,387,000 , 292664
 1,387,500 , 292677
 1,388,000 , 292690
 1,389,000 , 292714
 1,389,600 , 292727
 1,391,000 , 292740
 1,392,000 , 292753
 1,393,000 , 292766
 1,394,000 , 292779
 1,394,080 , 292792
 1,395,000 , 292806
 1,397,000 , 292819
 1,397.0 , 292832
 1,398,000 , 292846
 1,400 , 292860
 1,400,000 , 292919
 1,400,247 , 292976
 1,400,945 , 292989
 1,401,155 , 293003
 1,402,000 , 293016
 1,402,696 , 293040
 1,403,000 , 293053
 1,403,230 , 293066
 1,405,000 , 293080
 1,406.5 , 293093
 1,407,000 , 293107
 1,408,000 , 293142
 1,408,813 , 293155
 1,409,867 , 293168
 1,410,000 , 293181
 1,410,184 , 293194
 1,411 , 293208
 1,411,000 , 293232
 1,412,000 , 293246
 1,412.6 , 293259
 1,413,000 , 293272
 1,413,859 , 293285
 1,414,000 , 293298
 1,414,313 , 293312
 1,414,369 , 293326
 1,415,000 , 293339
 1,416,000 , 293363
 1,417,000 , 293376
 1,418,000 , 293389
 1,418,019 , 293402
 1,419,000 , 293416
 1,420 , 293429
 1,420,000 , 293453
 1,420,500 , 293477
 1,420,815 , 293490
 1,422,000 , 293503
 1,423,000 , 293516
 1,424,000 , 293529
 1,425,000 , 293542
 1,428,000 , 293566
 1,430 , 293588
 1,433,000 , 293614
 1,434.0 , 293627
 1,436,000 , 293639
 1,438,000 , 293652
 1,439,000 , 293665
 1,439,498 , 293678
 1,440,000 , 293691
 1,440,154 , 293716
 1,441,000 , 293729
 1,442,000 , 293742
 1,443,000 , 293755
 1,444,149 , 293768
 1,445,000 , 293792
 1,445,275 , 293806
 1,447,000 , 293819
 1,448,310 , 293832
 1,449,550 , 293856
 1,450 , 293869
 1,450,000 , 293905
 1,452.7 , 293919
 1,455,000 , 293933
 1,456,000 , 293946
 1,457,000 , 293959
 1,458,000 , 293972
 1,459.00 , 293996
 1,460,000 , 294009
 1,461 , 294022
 1,461,000 , 294045
 1,461,792 , 294080
 1,462,000 , 294094
 1,463,000 , 294107
 1,463,962 , 294121
 1,464,000 , 294134
 1,465,153 , 294147
 1,465,926 , 294160
 1,465.00 , 294174
 1,466 , 294187
 1,466,907 , 294200
 1,467,742 , 294214
 1,468,000 , 294228
 1,469,208 , 294241
 1,470,000 , 294254
 1,471,000 , 294268
 1,471,257 , 294281
 1,474,000 , 294305
 1,475,000 , 294330
 1,475,0000 , 294344
 1,476,000 , 294357
 1,477,829 , 294381
 1,478,000 , 294394
 1,478,066 , 294417
 1,480,000 , 294441
 1,480,830 , 294465
 1,481,703 , 294478
 1,482,000 , 294492
 1,483,886 , 294505
 1,484,516 , 294518
 1,485,000 , 294531
 1,485,600 , 294555
 1,487,000 , 294568
 1,487,796 , 294593
 1,488,000 , 294606
 1,489,298 , 294619
 1,490,718 , 294644
 1,491,000 , 294657
 1,491,590 , 294670
 1,492,000 , 294684
 1,494,146 , 294708
 1,494,304 , 294721
 1,495,000 , 294734
 1,497,000 , 294748
 1,497,251 , 294761
 1,499,234 , 294774
 1,499,985 , 294787
 1,500 , 294801
 1,500,000 , 294914
 1,501,000 , 295007
 1,502,032 , 295020
 1,503.5 , 295033
 1,504,000 , 295047
 1,504,702 , 295061
 1,505.00 , 295074
 1,506,000 , 295087
 1,506,756 , 295111
 1,507 , 295123
 1,508,000 , 295137
 1,510,000 , 295151
 1,511 , 295164
 1,512,534 , 295177
 1,513,395 , 295212
 1,518,700 , 295225
 1,519,360 , 295250
 1,520,000 , 295263
 1,520,797 , 295276
 1,521,000 , 295288
 1,521,002 , 295301
 1,522,000 , 295314
 1,522,850 , 295336
 1,523,000 , 295349
 1,525,000 , 295395
 1,526,359 , 295408
 1,528,000 , 295422
 1,530,000 , 295447
 1,532,431 , 295461
 1,533,277 , 295473
 1,533.0 , 295486
 1,534,503 , 295499
 1,535,000 , 295512
 1,535,550 , 295537
 1,536,000 , 295550
 1,537,000 , 295585
 1,538,000 , 295599
 1,539 , 295612
 1,540,000 , 295625
 1,541,000 , 295638
 1,542.6 , 295706
 1,543 , 295720
 1,543,000 , 295733
 1,543,230 , 295758
 1,544,000 , 295772
 1,545,160 , 295808
 1,546,000 , 295819
 1,547,000 , 295833
 1,547,893 , 295846
 1,548 , 295860
 1,548,000 , 295874
 1,549,000 , 295911
 1,550 , 295936
 1,550,329 , 295950
 1,553,000 , 295963
 1,553,592 , 295987
 1,554,000 , 296022
 1,555,000 , 296036
 1,555,469 , 296060
 1,557,000 , 296074
 1,558,951 , 296087
 1,559,000 , 296100
 1,563,000 , 296113
 1,564,605 , 296127
 1,564.8 , 296139
 1,565,000 , 296152
 1,565,900 , 296164
 1,566,000 , 296177
 1,566,936 , 296189
 1,567,000 , 296202
 1,568,941 , 296216
 1,569,000 , 296229
 1,569,287 , 296253
 1,569,662 , 296267
 1,570,000 , 296280
 1,571,000 , 296293
 1,574,000 , 296307
 1,575.1 , 296320
 1,577,722 , 296333
 1,577,892 , 296347
 1,577.61 , 296359
 1,578 , 296373
 1,578.03 , 296386
 1,579,000 , 296400
 1,580 , 296424
 1,580,000 , 296438
 1,581,894 , 296451
 1,582,000 , 296465
 1,582,125 , 296479
 1,582,790 , 296493
 1,586,000 , 296506
 1,587,000 , 296519
 1,590,000 , 296533
 1,593,000 , 296568
 1,594,895 , 296591
 1,596 , 296604
 1,596,000 , 296618
 1,598,000 , 296642
 1,600 , 296655
 1,600,000 , 296734
 1,601,000 , 296815
 1,602,000 , 296828
 1,602,717 , 296842
 1,603 , 296855
 1,603,000 , 296869
 1,607 , 296893
 1,608,000 , 296907
 1,609 , 296921
 1,610,286 , 296934
 1,611,000 , 296948
 1,612,624 , 296961
 1,613,000 , 296974
 1,614,000 , 296987
 1,614,079 , 297001
 1,616,101 , 297014
 1,618,000 , 297027
 1,619,000 , 297040
 1,620,000 , 297086
 1,620,312 , 297100
 1,622,503 , 297114
 1,623,000 , 297127
 1,624 , 297140
 1,626,000 , 297153
 1,626,233 , 297165
 1,627,250 , 297179
 1,627,518 , 297192
 1,627,603-share , 297205
 1,629,000 , 297218
 1,629,432 , 297231
 1,631,011 , 297245
 1,635 , 297258
 1,637,000 , 297271
 1,637,592 , 297284
 1,638,000 , 297297
 1,6390,800 , 297310
 1,640,779 , 297323
 1,642,000 , 297347
 1,644.0 , 297372
 1,646,000 , 297386
 1,647 , 297421
 1,647,000 , 297434
 1,647,481 , 297447
 1,648,000 , 297460
 1,648,665 , 297473
 1,649,453 , 297486
 1,650 , 297500
 1,650,000 , 297514
 1,650,657 , 297540
 1,652,916 , 297553
 1,653,386 , 297566
 1,655 , 297592
 1,655.8 , 297606
 1,656,000 , 297616
 1,657,000 , 297629
 1,658,000 , 297642
 1,660,000 , 297655
 1,660,300 , 297668
 1,661,000 , 297681
 1,661,023 , 297705
 1,662,000 , 297718
 1,663.3-x , 297731
 1,665 , 297745
 1,666,000 , 297759
 1,666,313 , 297772
 1,666,650 , 297785
 1,666,908 , 297799
 1,667,000 , 297812
 1,668,000 , 297825
 1,670 , 297838
 1,671,000 , 297851
 1,673,960 , 297865
 1,674,000 , 297879
 1,675,000 , 297903
 1,678,000 , 297917
 1,680,240 , 297952
 1,682,000 , 297965
 1,683,000 , 297978
 1,685 , 298014
 1,685,000 , 298038
 1,686,000 , 298051
 1,686,559 , 298064
 1,688,000 , 298078
 1,689,000 , 298092
 1,690,000 , 298106
 1,691,878 , 298119
 1,692,976 , 298132
 1,693,375 , 298146
 1,693,951 , 298160
 1,694,000 , 298173
 1,695,000 , 298208
 1,696,000 , 298221
 1,698,345 , 298235
 1,699 , 298248
 1,699,124 , 298262
 1,700 , 298274
 1,700,000 , 298374
 1,700,0000 , 298442
 1,700.3 , 298454
 1,701,000 , 298467
 1,702,016 , 298480
 1,705,000 , 298493
 1,706,601 , 298506
 1,709 , 298520
 1,710 , 298533
 1,710,000 , 298547
 1,710,256 , 298560
 1,712,000 , 298573
 1,712,231 , 298597
 1,712,916 , 298610
 1,713,000 , 298623
 1,713,941 , 298636
 1,714,000 , 298649
 1,715,000 , 298662
 1,717,810 , 298673
 1,719,000 , 298686
 1,720 , 298699
 1,721,900 , 298712
 1,722,000 , 298725
 1,725,000 , 298738
 1,730 , 298751
 1,730,000 , 298764
 1,731 , 298823
 1,732,000 , 298836
 1,734 , 298849
 1,734,000 , 298862
 1,735,000 , 298875
 1,736 , 298888
 1,737 , 298910
 1,737,000 , 298923
 1,740,000 , 298936
 1,741,000 , 298949
 1,741,437 , 298962
 1,741,508 , 298986
 1,742,000 , 298999
 1,743,000 , 299023
 1,745,000 , 299047
 1,746,675 , 299060
 1,750 , 299074
 1,750,000 , 299120
 1,751,609 , 299167
 1,752,000 , 299180
 1,753,000 , 299193
 1,754,076 , 299205
 1,755,000 , 299218
 1,756,000 , 299231
 1,759,000 , 299254
 1,759,675 , 299267
 1,760,000 , 299281
 1,761,000 , 299294
 1,761,900 , 299307
 1,762,000 , 299320
 1,762,270 , 299333
 1,764,000 , 299346
 1,766,000 , 299359
 1,768,000 , 299383
 1,770 , 299408
 1,772,000 , 299430
 1,773 , 299444
 1,775,000 , 299457
 1,776,000 , 299482
 1,776,341 , 299507
 1,778,110 , 299520
 1,780 , 299533
 1,780,000 , 299554
 1,783,000 , 299578
 1,784,000 , 299590
 1,785,000 , 299602
 1,787,561 , 299636
 1,788,000 , 299649
 1,788,141 , 299674
 1,788,406 , 299688
 1,791,000 , 299701
 1,793,398 , 299714
 1,795,908 , 299727
 1,796,121 , 299741
 1,798,000 , 299755
 1,799,000 , 299768
 1,800 , 299781
 1,800,000 , 299829
 1,804,000 , 299909
 1,804,062 , 299922
 1,804,350 , 299935
 1,805,229 , 299948
 1,807,000 , 299961
 1,808,832 , 299984
 1,811,000 , 299997
 1,811,636 , 300010
 1,815,000 , 300023
 1,816 , 300081
 1,816,000 , 300106
 1,817,000 , 300119
 1,817,697 , 300163
 1,820 , 300177
 1,823,000 , 300201
 1,825 , 300226
 1,825,000 , 300240
 1,826 , 300253
 1,826,000 , 300267
 1,826,858 , 300280
 1,827,000 , 300292
 1,827,734 , 300315
 1,830,000 , 300328
 1,831,000 , 300353
 1,833,000 , 300377
 1,833,766 , 300390
 1,835,325 , 300404
 1,835,580 , 300417
 1,837.2 , 300430
 1,837.3-r , 300442
 1,838,000 , 300456
 1,838,294 , 300469
 1,839,000 , 300483
 1,84,000 , 300496
 1,840,000 , 300509
 1,840,129 , 300523
 1,840,692 , 300536
 1,841,000 , 300549
 1,842,000 , 300584
 1,845,532 , 300597
 1,847,000 , 300610
 1,847,560 , 300623
 1,850 , 300647
 1,850,000 , 300668
 1,850,637 , 300713
 1,851,000 , 300726
 1,852 , 300739
 1,856,000 , 300753
 1,857,357 , 300766
 1,858,000 , 300780
 1,860,213 , 300793
 1,863 , 300806
 1,863,000 , 300819
 1,864,417 , 300832
 1,865,000 , 300845
 1,866,000 , 300858
 1,867,100 , 300871
 1,868,000 , 300884
 1,869,000 , 300897
 1,870 , 300911
 1,870,000 , 300921
 1,870.00 , 300933
