(553, 76)
(554, 23)
(555, 81)
(557, 94)
(558, 47)
(559, 92)
(560, 44)
(562, 181)
(677, 252)
(679, 77)
(680, 85)
(682, 86)
(684, 198)
(685, 244)
(686, 43)
(687, 50)
(688, 150)
(689, 12)
(690, 27)
(691, 28)
(692, 28)
(693, 28)
(694, 28)
(695, 28)
(696, 239)
(697, 116)
(698, 30)
(699, 31)
(700, 29)
(701, 29)
(702, 28)
(703, 79)
(704, 326)
(706, 163)
(707, 24)
(708, 65)
(709, 18)
(712, 80)
(714, 796)
(715, 112)
(718, 357)
(722, 23)
(724, 117)
(725, 85)
(728, 107)
(730, 548)
(731, 98)
(732, 118)
(733, 135)
(734, 50)
(735, 76)
(736, 115)
(739, 71)
(741, 80)
(742, 326)
(743, 154)
(745, 39)
(748, 839)
(754, 107)
(756, 27)
(757, 50)
(758, 32)
(762, 110)
(764, 55)
(767, 70)
(768, 327)
(773, 41)
(774, 108)
(776, 22)
(778, 43)
(780, 52)
(781, 40)
(783, 46)
(787, 93)
(791, 116)
(793, 129)
(797, 105)
(798, 137)
(800, 142)
(811, 53)
(816, 119)
(817, 54)
(818, 43)
(820, 104)
(828, 22)
(829, 290)
(830, 20)
(833, 271)
(834, 79)
(835, 208)
(836, 215)
(837, 137)
(839, 186)
(840, 191)
(842, 131)
(843, 619)
(844, 139)
(846, 46)
(848, 49)
(849, 68)
(850, 92)
(851, 120)
(852, 154)
(853, 399)
(855, 142)
(856, 282)
(857, 132)
(859, 89)
(861, 80)
(865, 49)
(866, 26)
(867, 224)
(868, 124)
(870, 84)
(872, 125)
(873, 273)
(874, 307)
(875, 565)
(879, 22)
(880, 290)
(882, 227)
(883, 96)
(884, 77)
(885, 96)
(886, 24)
(887, 147)
(889, 419)
(890, 84)
(894, 333)
(895, 54)
(896, 224)
(897, 91)
(899, 100)
(900, 32)
(901, 36)
(903, 338)
(904, 81)
(908, 194)
(913, 95)
(915, 165)
(918, 245)
(920, 111)
(921, 318)
(922, 587)
(924, 89)
(925, 842)
(926, 322)
(929, 93)
(930, 105)
(932, 125)
(934, 4)
(937, 293)
(938, 202)
(939, 131)
(940, 234)
(941, 119)
(942, 322)
(943, 38)
(944, 40)
(945, 97)
(949, 30)
(952, 273)
(953, 72)
(955, 319)
(958, 4)
(960, 529)
(963, 121)
(968, 69)
(969, 314)
(971, 208)
(972, 30)
(974, 274)
(976, 32)
(977, 328)
(978, 120)
(981, 24)
(982, 253)
(983, 428)
(984, 91)
(985, 18)
(986, 80)
(988, 177)
(991, 192)
(995, 76)
(998, 104)
(999, 50)
(1000, 148)
(1003, 79)
(1007, 51)
(1008, 107)
(1009, 24)
(1010, 59)
(1011, 143)
(1013, 48)
(1015, 135)
(1016, 67)
(1017, 32)
(1019, 440)
(1020, 119)
(1022, 259)
(1023, 112)
(1024, 114)
(1026, 358)
(1029, 75)
(1030, 98)
(1032, 85)
(1033, 41)
(1035, 32)
(1036, 229)
(1039, 57)
(1040, 90)
(1044, 171)
(1047, 213)
(1049, 34)
(1050, 34)
(1052, 146)
(1057, 60)
(1058, 28)
(1059, 92)
(1063, 53)
(1065, 25)
(1066, 25)
(1067, 198)
(1068, 152)
(1069, 185)
(1070, 50)
(1071, 62)
(1072, 125)
(1074, 102)
(1076, 185)
(1077, 126)
(1078, 98)
(1079, 142)
(1080, 233)
(1082, 111)
(1084, 258)
(1085, 153)
(1087, 49)
(1088, 164)
(1090, 24)
(1091, 28)
(1094, 175)
(1096, 71)
(1099, 130)
(1100, 185)
(1101, 93)
(1102, 91)
(1103, 187)
(1104, 105)
(1105, 145)
(1108, 65)
(1109, 24)
(1110, 315)
(1111, 71)
(1112, 226)
(1117, 28)
(1118, 121)
(1120, 20)
(1122, 37)
(1123, 72)
(1124, 57)
(1125, 55)
(1128, 42)
(1131, 246)
(1134, 59)
(1135, 33)
(1137, 83)
(1138, 138)
(1143, 4)
(1147, 110)
(1148, 132)
(1151, 26)
(1152, 250)
(1153, 329)
(1154, 77)
(1156, 231)
(1157, 33)
(1158, 48)
(1159, 192)
(1160, 81)
(1164, 24)
(1167, 28)
(1169, 42)
(1170, 23)
(1173, 97)
(1174, 98)
(1176, 74)
(1177, 42)
(1178, 78)
(1181, 113)
(1182, 48)
(1184, 143)
(1185, 63)
(1188, 97)
(1191, 73)
(1192, 39)
(1193, 309)
(1197, 338)
(1198, 194)
(1200, 114)
(1201, 216)
(1203, 108)
(1205, 45)
(1207, 145)
(1208, 340)
(1209, 116)
(1210, 306)
(1211, 251)
(1212, 305)
(1213, 357)
(1215, 192)
(1216, 54)
(1217, 54)
(1220, 96)
(1225, 33)
(1226, 202)
(1228, 95)
(1229, 56)
(1234, 23)
(1238, 85)
(1239, 26)
(1243, 63)
(1244, 24)
(1245, 110)
(1246, 235)
(1251, 93)
(1252, 584)
(1257, 128)
(1258, 130)
(1260, 94)
(1263, 190)
(1264, 20)
(1265, 49)
(1268, 28)
(1269, 484)
(1271, 51)
(1272, 398)
(1273, 45)
(1276, 101)
(1277, 26)
(1280, 62)
(1283, 111)
(1284, 65)
(1285, 145)
(1287, 66)
(1288, 79)
(1291, 100)
(1292, 266)
(1293, 26)
(1295, 137)
(1298, 25)
(1299, 585)
(1300, 104)
(1301, 89)
(1303, 121)
(1306, 699)
(1308, 84)
(1311, 32)
(1312, 921)
(1313, 64)
(1314, 87)
(1315, 128)
(1316, 166)
(1317, 34)
(1320, 54)
(1322, 25)
(1324, 24)
(1326, 25)
(1327, 57)
(1328, 22)
(1331, 32)
(1332, 98)
(1335, 122)
(1339, 111)
(1340, 104)
(1341, 23)
(1342, 22)
(1343, 162)
(1344, 55)
(1345, 21)
(1347, 163)
(1350, 171)
(1351, 34)
(1354, 133)
(1355, 52)
(1356, 261)
(1359, 87)
(1360, 58)
(1361, 239)
(1363, 40)
(1364, 56)
(1366, 147)
(1367, 130)
(1369, 358)
(1372, 113)
(1375, 74)
(1377, 246)
(1378, 25)
(1379, 76)
(1381, 40)
(1382, 25)
(1384, 23)
(1385, 113)
(1387, 309)
(1388, 241)
(1391, 132)
(1393, 84)
(1394, 35)
(1395, 70)
(1396, 27)
(1398, 123)
(1399, 166)
(1404, 27)
(1405, 312)
(1406, 129)
(1407, 200)
(1409, 119)
(1412, 97)
(1414, 318)
(1420, 24)
(1421, 403)
(1425, 51)
(1427, 170)
(1428, 96)
(1429, 74)
(1433, 58)
(1434, 147)
(1435, 24)
(1436, 30)
(1438, 100)
(1440, 140)
(1444, 87)
(1445, 95)
(1446, 53)
(1449, 108)
(1452, 42)
(1456, 405)
(1457, 60)
(1460, 57)
(1461, 59)
(1466, 318)
(1467, 30)
(1469, 55)
(1471, 23)
(1477, 206)
(1478, 389)
(1480, 86)
(1483, 29)
(1488, 77)
(1492, 41)
(1493, 64)
(1494, 40)
(1496, 24)
(1497, 74)
(1498, 298)
(1499, 205)
(1500, 39)
(1502, 230)
(1503, 63)
(1506, 87)
(1508, 22)
(1512, 64)
(1514, 26)
(1519, 77)
(1520, 136)
(1521, 28)
(1524, 45)
(1525, 45)
(1526, 40)
(1527, 28)
(1528, 90)
(1529, 50)
(1532, 26)
(1533, 130)
(1535, 612)
(1536, 26)
(1537, 65)
(1541, 98)
(1543, 90)
(1545, 25)
(1546, 23)
(1550, 213)
(1553, 466)
(1554, 71)
(1555, 24)
(1556, 146)
(1557, 402)
(1560, 553)
(1562, 136)
(1563, 95)
(1564, 46)
(1566, 45)
(1567, 24)
(1568, 23)
(1569, 41)
(1570, 119)
(1571, 97)
(1572, 112)
(1575, 229)
(1577, 126)
(1579, 772)
(1581, 133)
(1582, 587)
(1584, 78)
(1585, 101)
(1586, 25)
(1588, 104)
(1590, 242)
(1598, 124)
(1601, 55)
(1602, 137)
(1606, 109)
(1607, 106)
(1608, 57)
(1610, 62)
(1611, 542)
(1616, 633)
(1619, 93)
(1620, 94)
(1622, 65)
(1623, 195)
(1626, 114)
(1628, 85)
(1631, 138)
(1633, 77)
(1634, 346)
(1638, 72)
(1639, 53)
(1640, 177)
(1642, 65)
(1643, 97)
(1644, 47)
(1648, 24)
(1649, 59)
(1650, 136)
(1651, 38)
(1652, 184)
(1653, 25)
(1655, 51)
(1656, 250)
(1657, 103)
(1658, 65)
(1659, 45)
(1660, 73)
(1661, 98)
(1665, 32)
(1666, 75)
(1667, 118)
(1673, 97)
(1674, 275)
(1675, 225)
(1676, 97)
(1677, 43)
(1678, 71)
(1679, 102)
(1680, 136)
(1681, 85)
(1682, 823)
(1684, 108)
(1686, 74)
(1688, 22)
(1689, 162)
(1692, 194)
(1693, 118)
(1694, 266)
(1696, 307)
(1706, 124)
(1708, 23)
(1709, 114)
(1711, 354)
(1714, 24)
(1715, 283)
(1716, 26)
(1718, 419)
(1719, 22)
(1722, 71)
(1723, 146)
(1724, 586)
(1727, 52)
(1729, 269)
(1731, 252)
(1732, 118)
(1734, 123)
(1735, 328)
(1739, 261)
(1740, 70)
(1741, 73)
(1747, 84)
(1751, 135)
(1752, 54)
(1758, 4)
(1759, 65)
(1760, 62)
(1761, 65)
(1763, 23)
(1764, 92)
(1765, 111)
(1767, 25)
(1768, 74)
(1769, 25)
(1771, 260)
(1772, 245)
(1773, 109)
(1777, 386)
(1783, 24)
(1785, 82)
(1787, 203)
(1789, 200)
(1790, 65)
(1792, 213)
(1794, 30)
(1797, 23)
(1798, 132)
(1799, 28)
(1801, 74)
(1803, 74)
(1808, 422)
(1809, 491)
(1811, 109)
(1814, 25)
(1815, 133)
(1816, 121)
(1820, 22)
(1824, 24)
(1832, 88)
(1835, 115)
(1836, 852)
(1837, 42)
(1839, 198)
(1842, 283)
(1843, 34)
(1845, 134)
(1846, 71)
(1847, 128)
(1848, 246)
(1849, 56)
(1851, 34)
(1853, 43)
(1855, 20)
(1856, 136)
(1858, 202)
(1860, 549)
(1861, 150)
(1862, 101)
(1863, 112)
(1871, 53)
(1872, 74)
(1873, 22)
(1875, 102)
(1877, 57)
(1878, 225)
(1880, 163)
(1882, 147)
(1885, 107)
(1886, 109)
(1889, 504)
(1890, 260)
(1897, 157)
(1898, 116)
(1901, 192)
(1902, 388)
(1904, 237)
(1907, 115)
(1909, 247)
(1910, 26)
(1912, 102)
(1913, 76)
(1915, 164)
(1917, 83)
(1918, 363)
(1919, 815)
(1920, 179)
(1924, 82)
(1926, 735)
(1929, 54)
(1931, 98)
(1932, 104)
(1933, 322)
(1934, 116)
(1940, 253)
(1942, 239)
(1943, 74)
(1946, 186)
(1948, 195)
(1949, 163)
(1951, 212)
(1952, 99)
(1959, 521)
(1960, 303)
(1961, 32)
(1963, 984)
(1964, 276)
(1965, 94)
(1966, 56)
(1967, 428)
(1970, 183)
(1971, 48)
(1975, 87)
(1976, 131)
(1980, 84)
(1982, 65)
(1983, 31)
(1987, 18)
(1989, 16)
(1990, 525)
(1994, 280)
(1995, 157)
(1996, 366)
(2000, 77)
(2001, 362)
(2003, 124)
(2004, 34)
(2005, 72)
(2006, 84)
(2007, 111)
(2008, 112)
(2010, 345)
(2012, 97)
(2013, 170)
(2016, 53)
(2020, 37)
(2022, 103)
(2024, 173)
(2025, 277)
(2026, 68)
(2027, 40)
(2028, 113)
(2029, 46)
(2033, 85)
(2035, 18)
(2039, 75)
(2042, 48)
(2044, 97)
(2046, 82)
(2047, 50)
(2048, 190)
(2049, 24)
(2054, 219)
(2055, 63)
(2056, 73)
(2061, 573)
(2064, 570)
(2065, 32)
(2067, 22)
(2073, 106)
(2074, 240)
(2079, 61)
(2080, 205)
(2087, 307)
(2089, 26)
(2092, 56)
(2095, 150)
(2097, 155)
(2098, 32)
(2099, 62)
(2101, 43)
(2102, 41)
(2107, 93)
(2108, 246)
(2109, 35)
(2110, 305)
(2112, 88)
(2114, 108)
(2115, 542)
(2116, 113)
(2118, 394)
(2121, 430)
(2122, 28)
(2126, 79)
(2128, 309)
(2130, 179)
(2133, 65)
(2136, 20)
(2137, 50)
(2148, 28)
(2149, 58)
(2151, 77)
(2153, 23)
(2154, 25)
(2155, 98)
(2157, 22)
(2159, 103)
(2163, 25)
(2166, 24)
(2167, 43)
(2168, 321)
(2169, 26)
(2171, 28)
(2172, 182)
(2173, 131)
(2174, 36)
(2175, 107)
(2176, 16)
(2178, 26)
(2181, 24)
(2182, 83)
(2183, 24)
(2186, 193)
(2187, 77)
(2188, 65)
(2190, 287)
(2191, 55)
(2193, 97)
(2194, 100)
(2195, 231)
(2196, 132)
(2197, 699)
(2198, 183)
(2202, 129)
(2203, 449)
(2205, 55)
(2206, 127)
(2207, 20)
(2211, 25)
(2212, 77)
(2213, 25)
(2216, 22)
(2217, 95)
(2219, 183)
(2220, 20)
(2221, 508)
(2223, 148)
(2224, 133)
(2225, 65)
(2226, 248)
(2227, 81)
(2228, 812)
(2230, 46)
(2231, 130)
(2232, 36)
(2234, 75)
(2236, 29)
(2237, 57)
(2238, 25)
(2239, 66)
(2240, 73)
(2244, 18)
(2246, 204)
(2247, 173)
(2249, 69)
(2251, 548)
(2252, 54)
(2253, 110)
(2257, 463)
(2259, 77)
(2260, 127)
(2264, 64)
(2265, 85)
(2266, 56)
(2268, 118)
(2269, 636)
(2270, 29)
(2271, 203)
(2273, 115)
(2275, 51)
(2276, 50)
(2278, 341)
(2279, 55)
(2281, 106)
(2286, 200)
(2290, 4)
(2291, 82)
(2297, 71)
(2298, 54)
(2301, 69)
(2303, 184)
(2304, 58)
(2307, 305)
(2308, 64)
(2309, 75)
(2310, 227)
(2312, 120)
(2316, 88)
(2320, 28)
(2322, 40)
(2323, 49)
(2325, 62)
(2326, 348)
(2327, 26)
(2332, 26)
(2333, 57)
(2335, 83)
(2336, 22)
(2337, 71)
(2338, 24)
(2339, 23)
(2340, 23)
(2342, 85)
(2344, 68)
(2346, 25)
(2347, 25)
(2348, 23)
(2350, 111)
(2352, 533)
(2353, 71)
(2354, 737)
(2357, 316)
(2358, 26)
(2359, 341)
(2365, 88)
(2366, 162)
(2367, 559)
(2370, 118)
(2371, 116)
(2374, 113)
(2375, 695)
(2376, 278)
(2377, 22)
(2379, 133)
(2380, 54)
(2382, 118)
(2383, 790)
(2385, 36)
(2386, 71)
(2389, 247)
(2390, 194)
(2391, 23)
(2393, 60)
(2394, 111)
(2396, 25)
(2397, 24)
(2398, 52)
(2402, 34)
(2403, 28)
(2405, 132)
(2406, 223)
(2409, 44)
(2410, 35)
(2411, 99)
(2417, 364)
(2419, 92)
(2420, 56)
(2421, 84)
(2425, 98)
(2428, 702)
(2429, 74)
(2433, 121)
(2434, 64)
(2435, 222)
(2436, 124)
(2437, 49)
(2440, 25)
(2441, 28)
(2442, 28)
(2447, 97)
(2448, 217)
(2449, 212)
(2452, 112)
(2456, 373)
(2458, 71)
(2459, 41)
(2460, 22)
(2462, 96)
(2465, 30)
(2466, 34)
(2467, 205)
(2468, 100)
(2470, 216)
(2471, 134)
(2474, 81)
(2475, 580)
(2476, 164)
(2478, 52)
(2479, 41)
(2480, 251)
(2482, 23)
(2483, 98)
(2484, 68)
(2488, 41)
(2490, 33)
(2491, 230)
(2492, 193)
(2494, 24)
(2495, 181)
(2496, 26)
(2497, 26)
(2499, 121)
(2500, 464)
(2504, 26)
(2505, 204)
(2508, 458)
(2511, 207)
(2512, 119)
(2513, 447)
(2515, 116)
(2517, 114)
(2518, 49)
(2519, 49)
(2520, 193)
(2521, 1097)
(2522, 470)
(2524, 78)
(2526, 168)
(2528, 97)
(2529, 56)
(2530, 93)
(2531, 121)
(2532, 86)
(2534, 355)
(2535, 122)
(2538, 119)
(2539, 113)
(2540, 110)
(2542, 249)
(2543, 85)
(2544, 212)
(2546, 296)
(2548, 40)
(2549, 80)
(2550, 100)
(2551, 94)
(2552, 96)
(2553, 266)
(2554, 663)
(2555, 104)
(2557, 188)
(2558, 60)
(2559, 41)
(2560, 95)
(2561, 41)
(2562, 58)
(2564, 24)
(2565, 68)
(2566, 25)
(2567, 84)
(2568, 68)
(2569, 60)
(2570, 133)
(2572, 82)
(2574, 118)
(2576, 103)
(2577, 41)
(2578, 97)
(2579, 24)
(2580, 46)
(2582, 28)
(2583, 45)
(2584, 21)
(2585, 86)
(2587, 22)
(2590, 49)
(2591, 23)
(2593, 26)
(2594, 177)
(2595, 20)
(2596, 352)
(2599, 20)
(2601, 121)
(2602, 70)
(2604, 52)
(2606, 107)
(2608, 24)
(2609, 106)
(2611, 64)
(2613, 53)
(2617, 101)
(2618, 904)
(2619, 81)
(2620, 188)
(2622, 22)
(2623, 28)
(2626, 52)
(2630, 31)
(2633, 161)
(2634, 4)
(2635, 156)
(2637, 69)
(2638, 238)
(2645, 67)
(2647, 137)
(2648, 85)
(2649, 24)
(2650, 92)
(2652, 358)
(2658, 144)
(2659, 83)
(2660, 77)
(2663, 122)
(2664, 67)
(2666, 67)
(2667, 79)
(2671, 96)
(2672, 86)
(2674, 43)
(2677, 93)
(2678, 20)
(2681, 147)
(2683, 55)
(2686, 289)
(2687, 55)
(2688, 189)
(2691, 108)
(2693, 48)
(2695, 227)
(2696, 89)
(2697, 541)
(2699, 71)
(2700, 71)
(2708, 90)
(2709, 396)
(2711, 122)
(2714, 67)
(2718, 178)
(2720, 86)
(2722, 44)
(2723, 4)
(2725, 773)
(2727, 149)
(2728, 116)
(2729, 100)
(2737, 85)
(2741, 143)
(2742, 314)
(2743, 30)
(2744, 239)
(2746, 185)
(2747, 179)
(2748, 83)
(2749, 146)
(2750, 100)
(2751, 56)
(2752, 44)
(2754, 52)
(2756, 32)
(2757, 54)
(2760, 125)
(2761, 45)
(2762, 161)
(2763, 90)
(2764, 186)
(2765, 308)
(2767, 112)
(2768, 205)
(2769, 88)
(2771, 24)
(2772, 24)
(2773, 23)
(2775, 795)
(2777, 282)
(2779, 35)
(2781, 27)
(2782, 95)
(2783, 318)
(2784, 20)
(2785, 151)
(2787, 23)
(2789, 116)
(2791, 346)
(2792, 497)
(2793, 148)
(2794, 18)
(2797, 131)
(2798, 28)
(2799, 312)
(2800, 46)
(2801, 24)
(2802, 372)
(2803, 234)
(2806, 144)
(2807, 65)
(2809, 24)
(2810, 116)
(2811, 28)
(2813, 122)
(2815, 88)
(2818, 142)
(2819, 186)
(2820, 45)
(2825, 30)
(2826, 49)
(2827, 100)
(2828, 458)
(2833, 722)
(2834, 53)
(2836, 32)
(2838, 92)
(2839, 61)
(2843, 93)
(2847, 60)
(2848, 138)
(2849, 25)
(2850, 49)
(2851, 136)
(2853, 110)
(2856, 95)
(2857, 131)
(2858, 84)
(2862, 87)
(2864, 398)
(2866, 62)
(2867, 68)
(2870, 28)
(2872, 58)
(2873, 25)
(2877, 35)
(2880, 88)
(2881, 152)
(2884, 78)
(2886, 24)
(2887, 145)
(2890, 116)
(2896, 94)
(2897, 101)
(2898, 99)
(2902, 110)
(2907, 120)
(2908, 23)
(2909, 20)
(2912, 112)
(2913, 262)
(2915, 24)
(2916, 214)
(2917, 241)
(2918, 88)
(2919, 96)
(2920, 55)
(2922, 128)
(2923, 93)
(2924, 418)
(2925, 494)
(2926, 28)
(2927, 59)
(2928, 24)
(2929, 46)
(2930, 92)
(2933, 48)
(2936, 348)
(2938, 81)
(2939, 22)
(2940, 16)
(2942, 185)
(2944, 96)
(2945, 109)
(2946, 51)
(2947, 182)
(2948, 306)
(2950, 108)
(2951, 92)
(2952, 76)
(2953, 82)
(2954, 52)
(2955, 112)
(2956, 294)
(2957, 200)
(2958, 241)
(2959, 111)
(2960, 55)
(2961, 55)
(2962, 56)
(2963, 56)
(2964, 105)
(2965, 417)
(2966, 90)
(2968, 404)
(2970, 91)
(2971, 253)
(2973, 451)
(2974, 216)
(2975, 207)
(2976, 90)
(2977, 110)
(2978, 95)
(2979, 738)
(2982, 128)
(2983, 113)
(2985, 76)
(2990, 134)
(2993, 133)
(2994, 172)
(2995, 189)
(2996, 78)
(2998, 316)
(2999, 63)
(3001, 101)
(3002, 116)
(3003, 86)
(3006, 32)
(3007, 96)
(3008, 44)
(3009, 135)
(3010, 129)
(3013, 429)
(3015, 91)
(3016, 209)
(3017, 115)
(3019, 705)
(3020, 664)
(3023, 659)
(3024, 626)
(3025, 100)
(3026, 295)
(3028, 253)
(3031, 350)
(3034, 335)
(3035, 24)
(3036, 125)
(3037, 26)
(3038, 105)
(3039, 180)
(3040, 61)
(3041, 22)
(3042, 66)
(3043, 95)
(3044, 107)
(3046, 86)
(3047, 110)
(3048, 451)
(3049, 40)
(3051, 136)
(3053, 109)
(3056, 365)
(3057, 56)
(3060, 32)
(3061, 24)
(3062, 553)
(3063, 110)
(3065, 804)
(3067, 54)
(3068, 196)
(3069, 154)
(3071, 109)
(3072, 261)
(3073, 225)
(3074, 32)
(3076, 50)
(3077, 326)
(3078, 444)
(3080, 84)
(3082, 94)
(3083, 26)
(3084, 367)
(3085, 71)
(3086, 340)
(3087, 30)
(3088, 30)
(3089, 122)
(3091, 78)
(3092, 63)
(3093, 205)
(3094, 218)
(3095, 102)
(3096, 79)
(3098, 82)
(3100, 120)
(3103, 166)
(3104, 158)
(3105, 84)
(3107, 110)
(3109, 83)
(3110, 180)
(3111, 533)
(3114, 34)
(3115, 488)
(3117, 323)
(3118, 106)
(3120, 92)
(3121, 92)
(3122, 166)
(3125, 18)
(3128, 113)
(3129, 114)
(3131, 113)
(3132, 118)
(3133, 103)
(3134, 28)
(3135, 219)
(3137, 357)
(3138, 89)
(3139, 81)
(3142, 185)
(3145, 110)
(3146, 28)
(3149, 275)
(3152, 166)
(3153, 103)
(3154, 104)
(3155, 382)
(3157, 197)
(3159, 20)
(3161, 269)
(3162, 28)
(3163, 118)
(3164, 55)
(3166, 116)
(3168, 120)
(3169, 51)
(3174, 185)
(3176, 114)
(3180, 95)
(3181, 84)
(3183, 122)
(3184, 70)
(3186, 18)
(3187, 193)
(3189, 81)
(3190, 28)
(3191, 138)
(3192, 340)
(3194, 82)
(3198, 280)
(3199, 89)
(3204, 110)
(3205, 119)
(3206, 78)
(3207, 79)
(3210, 116)
(3211, 88)
(3216, 118)
(3217, 329)
(3219, 87)
(3222, 182)
(3223, 71)
(3225, 91)
(3228, 61)
(3229, 67)
(3235, 18)
(3239, 104)
(3241, 123)
(3242, 403)
(3243, 69)
(3246, 291)
(3247, 24)
(3249, 217)
(3251, 110)
(3252, 61)
(3253, 80)
(3254, 53)
(3256, 74)
(3258, 40)
(3259, 87)
(3261, 389)
(3263, 110)
(3264, 117)
(3266, 95)
(3267, 560)
(3269, 227)
(3271, 207)
(3272, 104)
(3273, 118)
(3275, 102)
(3276, 159)
(3277, 211)
(3278, 205)
(3282, 121)
(3283, 409)
(3285, 166)
(3287, 508)
(3290, 68)
(3292, 189)
(3295, 78)
(3298, 357)
(3299, 28)
(3302, 70)
(3303, 146)
(3305, 24)
(3306, 282)
(3309, 82)
(3310, 119)
(3311, 34)
(3312, 34)
(3313, 92)
(3314, 152)
(3315, 76)
(3317, 120)
(3318, 113)
(3320, 166)
(3322, 100)
(3323, 90)
(3324, 115)
(3327, 106)
(3329, 175)
(3330, 201)
(3332, 325)
(3333, 24)
(3334, 111)
(3335, 78)
(3336, 203)
(3337, 170)
(3338, 233)
(3339, 109)
(3340, 121)
(3341, 28)
(3342, 88)
(3343, 26)
(3344, 148)
(3345, 54)
(3347, 121)
(3348, 84)
